longitude,latitude,image_direction,weather
114.120350147000039,22.280922324000080,Back,sunny
114.120718013000101,22.281040444000041,Back,sunny
114.121062169000083,22.281221727000048,Back,sunny
114.121419773000085,22.281372928000053,Back,sunny
114.121794839000003,22.281476074000068,Back,sunny
114.122176918000036,22.281548095000066,Back,sunny
114.122548424000115,22.281659034000029,Back,sunny
114.122919941000077,22.281772517000039,Back,sunny
114.125141319000022,22.282131577000040,Back,sunny
114.125796359000105,22.282223820000080,Back,sunny
114.126015070000079,22.282524391000042,Back,sunny
114.126194755000000,22.282266920000040,Back,sunny
114.126337136000075,22.282981353000025,Back,sunny
114.126623810000041,22.282105007000041,Back,sunny
114.126656525000044,22.283364797000047,Back,sunny
114.126765278000079,22.283778079000047,Back,sunny
114.127142816000060,22.281300005000048,Back,sunny
114.127526026000041,22.281367086000049,Back,sunny
114.127909236000036,22.281434168000040,Back,sunny
114.128498341000039,22.279883511000040,Back,sunny
114.128788201999996,22.280846921000041,Back,sunny
114.129007688000115,22.283053394000035,Back,sunny
114.129012205000080,22.279142985000082,Back,sunny
114.129307259000001,22.283524635000049,Back,sunny
114.129368615000075,22.284078720000025,Back,sunny
114.129369202999996,22.284689067000045,Back,sunny
114.129607479000001,22.283771544000047,Back,sunny
114.129630309000035,22.280408577000060,Back,sunny
114.129664927999997,22.276752974000040,Back,sunny
114.129740089000038,22.276144441000039,Back,sunny
114.129760871000045,22.280753771000040,Back,sunny
114.129781925000074,22.283913584000061,Back,sunny
114.129802170000062,22.281136842000024,Back,sunny
114.129859851000106,22.277468617000068,Back,sunny
114.129892838000046,22.283503832000065,Back,sunny
114.129917605000060,22.279361980000040,Back,sunny
114.129919562000040,22.276488608000022,Back,sunny
114.130018243000080,22.285329273000048,Back,sunny
114.130148553000041,22.276802552000049,Back,sunny
114.130172719000001,22.281809624000061,Back,sunny
114.130230188000041,22.277516286000040,Back,sunny
114.130311758000062,22.285584613000022,Back,sunny
114.130346910000085,22.277016901000025,Back,sunny
114.130386160000043,22.284403785000048,Back,sunny
114.130508550000044,22.281694007000056,Back,sunny
114.130539646000102,22.277302810000041,Back,sunny
114.130711744000081,22.277149569000080,Back,sunny
114.130796801000074,22.281432985000041,Back,sunny
114.130801261000101,22.277676599000081,Back,sunny
114.130853110000075,22.284785083000031,Back,sunny
114.130914675000085,22.284404500000047,Back,sunny
114.131046811000033,22.277055501000063,Back,sunny
114.131119363000039,22.278944887000023,Back,sunny
114.131170484000080,22.279330537000082,Back,sunny
114.131264291000079,22.281452262000080,Back,sunny
114.131345747000040,22.279951740000048,Back,sunny
114.131428284000080,22.277105580000068,Back,sunny
114.131554044000040,22.278039421000081,Back,sunny
114.131589773000087,22.280813007000063,Back,sunny
114.131710560000101,22.277488097000056,Back,sunny
114.131734179000077,22.285573330000041,Back,sunny
114.132003632000078,22.286059652000063,Back,sunny
114.132192115000080,22.286399981000045,Back,sunny
114.132278424000106,22.285755985000041,Back,sunny
114.132396206000081,22.282280614000047,Back,sunny
114.132443420000087,22.286853774000065,Back,sunny
114.132536807000065,22.282793467000040,Back,sunny
114.132662336000081,22.287172162000047,Back,sunny
114.133563843000033,22.286478316000057,Back,sunny
114.134999143000087,22.287341411000057,Back,sunny
114.135686765000045,22.286000302000048,Back,sunny
114.136088230000041,22.283542631000049,Back,sunny
114.136113812000076,22.286724035000081,Back,sunny
114.136393849000115,22.284287148000040,Back,sunny
114.136706831000083,22.286144530000048,Back,sunny
114.136776026000007,22.284329248000063,Back,sunny
114.137091326999993,22.284547553000039,Back,sunny
114.137180260000036,22.284507666000025,Back,sunny
114.137548227000025,22.285770881000079,Back,sunny
114.137678630000082,22.284775782000047,Back,sunny
114.138067511000045,22.284770533000028,Back,sunny
114.138183358000106,22.285278973000061,Back,sunny
114.138274497000126,22.280017222000023,Back,sunny
114.138293178000040,22.286094140000049,Back,sunny
114.138434362000126,22.284514522000048,Back,sunny
114.138609580000079,22.284167572000047,Back,sunny
114.138730407000040,22.286574118000040,Back,sunny
114.138904986000043,22.283930867000041,Back,sunny
114.138930834000007,22.288187545000028,Back,sunny
114.139093774000116,22.285480395000040,Back,sunny
114.139166141000047,22.285101579000081,Back,sunny
114.139211531000115,22.285007666000080,Back,sunny
114.139522283999995,22.287258111000028,Back,sunny
114.139635301000126,22.286859451000048,Back,sunny
114.139728312000102,22.285753709000065,Back,sunny
114.139953142000081,22.285679436000063,Back,sunny
114.139976789000116,22.286118706000025,Back,sunny
114.140297216000022,22.281012036000050,Back,sunny
114.140403909000042,22.286996523000028,Back,sunny
114.140436810000082,22.286949854000056,Back,sunny
114.140511317000005,22.281168777000065,Back,sunny
114.140783894000037,22.286982259000069,Back,sunny
114.140845671000079,22.288372307000031,Back,sunny
114.140852628000061,22.283869534000075,Back,sunny
114.140918412999994,22.282346654000040,Back,sunny
114.140945446000046,22.282973628000040,Back,sunny
114.141024720000004,22.283332104000067,Back,sunny
114.141041704000045,22.281119432000025,Back,sunny
114.141059316000124,22.282673898000041,Back,sunny
114.141140387000064,22.286202788000026,Back,sunny
114.141256093000038,22.288702362000041,Back,sunny
114.141256099000074,22.283640885000068,Back,sunny
114.141284873000004,22.289396377000060,Back,sunny
114.141306140000083,22.282889891000025,Back,sunny
114.141450718000101,22.281441793000056,Back,sunny
114.141484180000020,22.283253507000040,Back,sunny
114.141493862000061,22.283977779000047,Back,sunny
114.141682079000020,22.282378117000064,Back,sunny
114.141759512999997,22.283496622000040,Back,sunny
114.141771006000127,22.281296050000041,Back,sunny
114.141788602999995,22.281634621000023,Back,sunny
